street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,dilution,lab
SV 241-245 4th Avenue,SV-3,Ethylbenzene,0.72899999999999998,0.23,3.16,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Heptane,ND,0.24399999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Hexachlorobutadiene,ND,9.4E-2,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Hexane,ND,0.28399999999999997,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Isopropylalcohol,1.43,S  0.407,3.51,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Isopropylbenzene,ND,0.20399999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,"m,p-Xylene",3.15,0.23,13.7,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Methyl Ethyl Ketone,19.7,0.33900000000000002,58.1,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Methylene Chloride,0.82699999999999996,S  0.288,2.87,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,n-Butylbenzene,ND,0.182,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,o-Xylene,1.21,0.23,5.25,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Propylene,1.89,0.58099999999999996,3.25,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,sec-Butylbenzene,ND,0.182,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Styrene,ND,0.23499999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Tetrachloroethene,151,0.55300000000000005,1020,3.75,2016-02-13T05:00:00Z,KCA,15,phoenix
SV 241-245 4th Avenue,SV-3,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Toluene,2.72,0.26600000000000001,10.199999999999999,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,"Trans-1,2-Dichloroethene",0.49,0.252,1.94,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Trichloroethene,76.900000000000006,0.69799999999999995,413,3.75,2016-02-13T05:00:00Z,KCA,15,phoenix
SV 241-245 4th Avenue,SV-3,Trichlorofluoromethane,0.23200000000000001,0.17799999999999999,1.3,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-3,% Bromofluorobenzene,110,%,110,%,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,NA,"Environmental Laboratories, Inc.
587 East Middle Turnpike, P.O.Box 370, Manchester, CT 06045
Tel. (860) 645-1102            Fax (860) 645-0823
FOR:       Attn:
Associated Environmental Services 25 Central Ave.
Hauppauge, NY 11788",NA,NA,NA,NA,NA,NA,phoenix
SV 241-245 4th Avenue,SV-5,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,1,1-Trichloroethane",ND,0.183,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,1,2-Trichloroethane",ND,0.183,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,1-Dichloroethane",ND,0.247,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,1-Dichloroethene",ND,0.252,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,2,4-Trimethylbenzene",4.13,0.20399999999999999,20.3,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,2-Dichloroethane",ND,0.247,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,2-dichloropropane",ND,0.217,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,3,5-Trimethylbenzene",1.17,0.20399999999999999,5.75,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,2-Hexanone(MBK),1.06,0.24399999999999999,4.34,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,4-Ethyltoluene,0.92500000000000004,0.20399999999999999,4.54,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,4-Isopropyltoluene,0.19700000000000001,0.182,1.08,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,4-Methyl-2-pentanone(MIBK),ND,0.24399999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Acetone,5.51,0.42099999999999999,13.1,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Acrylonitrile,ND,0.46100000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Benzene,0.78100000000000003,0.313,2.4900000000000002,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Benzyl chloride,ND,0.193,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Bromodichloromethane,ND,0.14899999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Bromoform,ND,9.7000000000000003E-2,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Bromomethane,ND,0.25800000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Carbon Disulfide,0.64700000000000002,0.32100000000000001,2.0099999999999998,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Carbon Tetrachloride,6.5000000000000002E-2,0.04,0.41,0.25,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Chlorobenzene,ND,0.217,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Chloroethane,ND,0.379,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Chloroform,ND,0.20499999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Chloromethane,ND,0.48499999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Cyclohexane,0.51600000000000001,0.29099999999999998,1.78,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Dibromochloromethane,ND,0.11799999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Dichlorodifluoromethane,0.47099999999999997,0.20200000000000001,2.33,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Ethanol,6.9,0.53100000000000003,13,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Ethyl acetate,ND,0.27800000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Ethylbenzene,2.52,0.23,10.9,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Heptane,1.41,0.24399999999999999,5.77,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Hexachlorobutadiene,ND,9.4E-2,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Hexane,1.31,S  0.284,4.6100000000000003,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Isopropylalcohol,0.65600000000000003,S  0.407,1.61,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Isopropylbenzene,0.23699999999999999,0.20399999999999999,1.1599999999999999,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"m,p-Xylene",9.82,0.23,42.6,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Methyl Ethyl Ketone,4.4800000000000004,0.33900000000000002,13.2,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Methylene Chloride,ND,0.28799999999999998,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,n-Butylbenzene,0.29499999999999998,0.182,1.62,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,o-Xylene,4.1399999999999997,0.23,18,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Propylene,1.74,0.58099999999999996,2.99,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,sec-Butylbenzene,ND,0.182,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Styrene,ND,0.23499999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Tetrachloroethene,0.26400000000000001,3.6999999999999998E-2,1.79,0.25,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Toluene,9.19,0.26600000000000001,34.6,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Trichloroethene,4.09,4.7E-2,22,0.25,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Trichlorofluoromethane,0.24,0.17799999999999999,1.35,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-5,% Bromofluorobenzene,107,%,107,%,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,NA,"Environmental Laboratories, Inc.
587 East Middle Turnpike, P.O.Box 370, Manchester, CT 06045
Tel. (860) 645-1102            Fax (860) 645-0823
FOR:       Attn:
Associated Environmental Services 25 Central Ave.
Hauppauge, NY 11788",NA,NA,NA,NA,NA,NA,phoenix
SV 241-245 4th Avenue,SV-1,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,1,1-Trichloroethane",0.29699999999999999,0.183,1.62,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,1,2-Trichloroethane",ND,0.183,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,1-Dichloroethane",ND,0.247,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,1-Dichloroethene",ND,0.252,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,2,4-Trimethylbenzene",0.32800000000000001,0.20399999999999999,1.61,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,2-Dichloroethane",0.38,0.247,1.54,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,2-dichloropropane",ND,0.217,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,3,5-Trimethylbenzene",ND,0.20399999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,2-Hexanone(MBK),6.84,0.24399999999999999,28,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,4-Ethyltoluene,ND,0.20399999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,4-Isopropyltoluene,ND,0.182,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,4-Methyl-2-pentanone(MIBK),ND,0.24399999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Acetone,15.8,0.42099999999999999,37.5,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Acrylonitrile,ND,0.46100000000000002,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Benzene,0.36899999999999999,0.313,1.18,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Benzyl chloride,ND,0.193,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Bromodichloromethane,ND,0.14899999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Bromoform,ND,9.7000000000000003E-2,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Bromomethane,ND,0.25800000000000001,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Carbon Disulfide,0.75800000000000001,0.32100000000000001,2.36,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Carbon Tetrachloride,0.95,0.04,5.97,0.25,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Chlorobenzene,ND,0.217,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Chloroethane,ND,0.379,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Chloroform,9.25,0.20499999999999999,45.1,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Chloromethane,ND,0.48499999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"Cis-1,2-Dichloroethene",3.07,0.252,12.2,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Cyclohexane,ND,0.29099999999999998,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Dibromochloromethane,ND,0.11799999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Dichlorodifluoromethane,0.503,0.20200000000000001,2.4900000000000002,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Ethanol,4.63,S  0.531,8.7200000000000006,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Ethyl acetate,0.69099999999999995,0.27800000000000002,2.4900000000000002,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Ethylbenzene,0.90500000000000003,0.23,3.93,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Heptane,0.252,0.24399999999999999,1.03,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Hexachlorobutadiene,ND,9.4E-2,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Hexane,ND,0.28399999999999997,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Isopropylalcohol,2.35,S  0.407,5.77,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Isopropylbenzene,ND,0.20399999999999999,ND,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,"m,p-Xylene",3.68,0.23,16,1,2016-02-12T05:00:00Z,KCA,0,phoenix
SV 241-245 4th Avenue,SV-1,Methyl Ethyl Ketone,26.6,0.33900000000000002,78.400000000000006,1,2016-02-12T05:00:00Z,KCA,0,phoenix
